area,occupation,year,workers
SLE,Writing and translation,2024,0.14
SLV,Clerical and data entry,2017,13.84
SLV,Clerical and data entry,2019,5.2
SLV,Clerical and data entry,2020,12.64
SLV,Clerical and data entry,2021,6.23
SLV,Clerical and data entry,2022,38.86
SLV,Clerical and data entry,2023,24.28
SLV,Clerical and data entry,2024,35.42
SLV,Creative and multimedia,2017,23.66
SLV,Creative and multimedia,2018,27.6
SLV,Creative and multimedia,2019,32.81
SLV,Creative and multimedia,2020,11.88
SLV,Creative and multimedia,2021,21.04
SLV,Creative and multimedia,2022,3.67
SLV,Creative and multimedia,2023,3.67
SLV,Creative and multimedia,2024,8.26
SLV,Professional services,2017,14.27
SLV,Professional services,2024,0.18
SLV,Sales and marketing support,2017,3.52
SLV,Sales and marketing support,2019,3.01
SLV,Sales and marketing support,2020,5.59
SLV,Sales and marketing support,2021,4.58
SLV,Sales and marketing support,2022,19.03
SLV,Sales and marketing support,2023,1.21
SLV,Sales and marketing support,2024,0.2
SLV,Software development and technology,2019,168.92
SLV,Software development and technology,2020,96.83
SLV,Software development and technology,2021,102.48
SLV,Software development and technology,2022,33.5
SLV,Software development and technology,2023,11.91
SLV,Software development and technology,2024,2.4
SLV,Writing and translation,2017,12.76
SLV,Writing and translation,2018,27.53
SLV,Writing and translation,2019,31.75
SLV,Writing and translation,2020,3.7
SLV,Writing and translation,2021,8.0
SLV,Writing and translation,2022,8.0
SLV,Writing and translation,2023,4.05
SLV,Writing and translation,2024,30.46
SOM,Creative and multimedia,2022,1.09
SOM,Creative and multimedia,2023,0.37
SOM,Creative and multimedia,2024,7.85
SOM,Professional services,2019,16.15
SOM,Professional services,2023,0.22
SOM,Sales and marketing support,2019,9.13
SOM,Sales and marketing support,2022,1.1
SOM,Sales and marketing support,2023,0.46
SOM,Sales and marketing support,2024,0.15
SOM,Software development and technology,2017,35.04
SOM,Software development and technology,2023,0.14
SOM,Software development and technology,2024,0.56
SOM,Writing and translation,2022,1.03
SOM,Writing and translation,2023,0.83
SOM,Writing and translation,2024,1.32
SRB,Clerical and data entry,2017,56.09
SRB,Clerical and data entry,2018,52.5
SRB,Clerical and data entry,2019,78.25
SRB,Clerical and data entry,2020,207.23
SRB,Clerical and data entry,2021,263.09
SRB,Clerical and data entry,2022,195.84
SRB,Clerical and data entry,2023,59.07
SRB,Clerical and data entry,2024,30.38
SRB,Creative and multimedia,2017,562.24
SRB,Creative and multimedia,2018,563.75
SRB,Creative and multimedia,2019,986.8
SRB,Creative and multimedia,2020,1828.27
SRB,Creative and multimedia,2021,1650.92
SRB,Creative and multimedia,2022,1373.15
SRB,Creative and multimedia,2023,706.65
SRB,Creative and multimedia,2024,741.82
SRB,Professional services,2017,34.81
SRB,Professional services,2018,44.18
SRB,Professional services,2019,27.43
SRB,Professional services,2020,20.84
SRB,Professional services,2022,38.32
SRB,Professional services,2023,7.11
SRB,Professional services,2024,7.57
SRB,Sales and marketing support,2017,15.46
SRB,Sales and marketing support,2018,35.32
SRB,Sales and marketing support,2019,124.38
SRB,Sales and marketing support,2020,62.61
SRB,Sales and marketing support,2021,18.44
SRB,Sales and marketing support,2022,42.05
SRB,Sales and marketing support,2023,13.78
SRB,Sales and marketing support,2024,14.01
SRB,Software development and technology,2017,285.23
SRB,Software development and technology,2018,355.28
SRB,Software development and technology,2019,575.91
SRB,Software development and technology,2020,2513.64
SRB,Software development and technology,2021,5187.18
SRB,Software development and technology,2022,6751.72
SRB,Software development and technology,2023,2267.27
SRB,Software development and technology,2024,1441.48
SRB,Writing and translation,2017,164.86
SRB,Writing and translation,2018,157.5
SRB,Writing and translation,2019,126.64
SRB,Writing and translation,2020,79.79
SRB,Writing and translation,2021,73.66
SRB,Writing and translation,2022,79.34
SRB,Writing and translation,2023,27.66
SRB,Writing and translation,2024,101.47
SSD,Creative and multimedia,2024,0.18
SSD,Software development and technology,2019,2.27
SSD,Writing and translation,2022,0.56
SSD,Writing and translation,2023,0.22
SSD,Writing and translation,2024,0.19
SUR,Clerical and data entry,2017,18.74
SUR,Clerical and data entry,2018,13.54
SUR,Clerical and data entry,2021,2.64
SUR,Creative and multimedia,2020,4.12
SUR,Creative and multimedia,2021,2.48
SUR,Creative and multimedia,2022,0.17
SUR,Creative and multimedia,2023,3.2
SUR,Creative and multimedia,2024,0.33
SUR,Professional services,2017,1.65
SUR,Sales and marketing support,2023,0.27
SUR,Software development and technology,2023,3.63
SUR,Software development and technology,2024,3.63
SUR,Writing and translation,2019,8.95
SUR,Writing and translation,2020,11.59
SUR,Writing and translation,2021,0.8
SUR,Writing and translation,2023,3.63
SUR,Writing and translation,2024,1.65
SVK,Clerical and data entry,2019,5.81
SVK,Clerical and data entry,2020,5.44
SVK,Clerical and data entry,2021,6.39
SVK,Clerical and data entry,2022,8.26
SVK,Clerical and data entry,2023,6.55
SVK,Creative and multimedia,2017,60.08
SVK,Creative and multimedia,2018,41.15
SVK,Creative and multimedia,2019,71.1
SVK,Creative and multimedia,2020,136.58
SVK,Creative and multimedia,2021,114.74
SVK,Creative and multimedia,2022,107.11
SVK,Creative and multimedia,2023,28.73
SVK,Creative and multimedia,2024,4.06
SVK,Professional services,2018,24.63
SVK,Professional services,2019,7.31
SVK,Professional services,2020,5.8
SVK,Professional services,2021,4.88
SVK,Professional services,2022,6.73
SVK,Professional services,2023,2.21
SVK,Professional services,2024,0.26
SVK,Sales and marketing support,2020,7.5
SVK,Sales and marketing support,2021,2.36
SVK,Sales and marketing support,2022,3.74
SVK,Sales and marketing support,2024,0.81
SVK,Software development and technology,2017,46.38
SVK,Software development and technology,2018,28.45
SVK,Software development and technology,2019,4.27
SVK,Software development and technology,2020,5.3
SVK,Software development and technology,2021,132.87
SVK,Software development and technology,2022,71.05
SVK,Software development and technology,2023,39.67
SVK,Software development and technology,2024,0.1
SVK,Writing and translation,2017,27.71
SVK,Writing and translation,2018,24.88
SVK,Writing and translation,2019,29.52
SVK,Writing and translation,2020,1.75
SVK,Writing and translation,2021,0.8
SVK,Writing and translation,2022,2.23
SVK,Writing and translation,2023,0.7
SVK,Writing and translation,2024,0.32
SVN,Clerical and data entry,2019,9.59
SVN,Clerical and data entry,2020,6.06
SVN,Clerical and data entry,2022,16.07
SVN,Clerical and data entry,2023,12.04
SVN,Creative and multimedia,2017,34.75
SVN,Creative and multimedia,2018,94.81
SVN,Creative and multimedia,2019,30.01
SVN,Creative and multimedia,2020,76.1
SVN,Creative and multimedia,2021,134.18
SVN,Creative and multimedia,2022,12.35
SVN,Creative and multimedia,2023,3.81
SVN,Creative and multimedia,2024,4.44
SVN,Professional services,2018,19.88
SVN,Professional services,2022,1.84
SVN,Professional services,2023,2.29
SVN,Professional services,2024,1.4
SVN,Sales and marketing support,2017,141.31
SVN,Sales and marketing support,2018,37.62
SVN,Sales and marketing support,2019,28.3
SVN,Sales and marketing support,2020,14.3
SVN,Sales and marketing support,2021,10.86
SVN,Sales and marketing support,2022,5.16
SVN,Sales and marketing support,2023,2.81
SVN,Sales and marketing support,2024,5.38
SVN,Software development and technology,2017,20.4
SVN,Software development and technology,2018,48.41
SVN,Software development and technology,2019,26.72
SVN,Software development and technology,2020,8.74
SVN,Software development and technology,2021,72.31
SVN,Software development and technology,2022,3.24
SVN,Software development and technology,2023,14.23
SVN,Software development and technology,2024,0.83
SVN,Writing and translation,2017,6.09
SVN,Writing and translation,2018,55.85
SVN,Writing and translation,2019,23.73
SVN,Writing and translation,2020,11.53
SVN,Writing and translation,2021,11.01
SVN,Writing and translation,2022,4.69
SVN,Writing and translation,2023,1.47
SVN,Writing and translation,2024,1.98
SWE,Clerical and data entry,2019,43.85
SWE,Clerical and data entry,2020,15.93
SWE,Clerical and data entry,2021,5.7
SWE,Clerical and data entry,2022,7.25
SWE,Clerical and data entry,2023,5.2
SWE,Clerical and data entry,2024,4.73
SWE,Creative and multimedia,2017,380.04
SWE,Creative and multimedia,2018,416.7
SWE,Creative and multimedia,2019,293.68
SWE,Creative and multimedia,2020,348.72
SWE,Creative and multimedia,2021,339.73
SWE,Creative and multimedia,2022,211.71
SWE,Creative and multimedia,2023,66.8
SWE,Creative and multimedia,2024,91.8
SWE,Professional services,2019,5.13
SWE,Professional services,2020,3.65
SWE,Professional services,2022,2.28
SWE,Professional services,2023,0.62
SWE,Professional services,2024,0.79
SWE,Sales and marketing support,2017,27.25
SWE,Sales and marketing support,2018,39.17
SWE,Sales and marketing support,2019,3.93
SWE,Sales and marketing support,2020,5.73
SWE,Sales and marketing support,2021,17.31
SWE,Sales and marketing support,2022,11.48
SWE,Sales and marketing support,2023,2.94
SWE,Sales and marketing support,2024,3.82
SWE,Software development and technology,2017,184.95
SWE,Software development and technology,2018,75.85
SWE,Software development and technology,2019,101.08
SWE,Software development and technology,2020,200.59
SWE,Software development and technology,2021,452.91
SWE,Software development and technology,2022,316.14
SWE,Software development and technology,2023,98.39
SWE,Software development and technology,2024,82.91
SWE,Writing and translation,2017,27.29
SWE,Writing and translation,2018,29.5
SWE,Writing and translation,2019,37.48
SWE,Writing and translation,2020,58.31
SWE,Writing and translation,2021,46.58
SWE,Writing and translation,2022,56.23
SWE,Writing and translation,2023,8.21
SWE,Writing and translation,2024,16.01
SWZ,Clerical and data entry,2018,16.65
SWZ,Clerical and data entry,2019,24.27
SWZ,Creative and multimedia,2019,10.59
SWZ,Creative and multimedia,2020,5.68
SWZ,Creative and multimedia,2021,9.33
SWZ,Professional services,2020,10.45
SWZ,Professional services,2021,15.02
SWZ,Professional services,2022,0.18
SWZ,Sales and marketing support,2018,18.79
SWZ,Sales and marketing support,2019,2.94
SWZ,Sales and marketing support,2020,20.75
SWZ,Sales and marketing support,2021,7.08
SWZ,Sales and marketing support,2022,5.77
SWZ,Sales and marketing support,2023,2.16
SWZ,Sales and marketing support,2024,2.26
SWZ,Software development and technology,2018,18.71
SWZ,Software development and technology,2020,6.84
SWZ,Software development and technology,2023,0.5
SWZ,Software development and technology,2024,0.4
SWZ,Writing and translation,2022,3.63
SWZ,Writing and translation,2023,0.15
SXM,Creative and multimedia,2024,0.26
SYC,Clerical and data entry,2020,1.51
SYC,Creative and multimedia,2021,1.9
SYC,Creative and multimedia,2022,3.86
SYC,Creative and multimedia,2023,1.77
SYC,Creative and multimedia,2024,0.26
SYC,Professional services,2023,0.28
SYC,Professional services,2024,0.37
SYC,Sales and marketing support,2018,1.0
SYC,Sales and marketing support,2020,4.58
SYC,Sales and marketing support,2023,0.36
SYC,Software development and technology,2020,0.4
SYC,Writing and translation,2020,6.57
SYC,Writing and translation,2023,0.14
SYC,Writing and translation,2024,0.37
SYR,Creative and multimedia,2020,6.35
SYR,Creative and multimedia,2021,9.52
SYR,Creative and multimedia,2022,7.27
SYR,Creative and multimedia,2023,0.49
SYR,Creative and multimedia,2024,1.19
SYR,Professional services,2020,0.4
SYR,Professional services,2022,0.1
SYR,Professional services,2023,0.15
SYR,Sales and marketing support,2020,0.8
SYR,Software development and technology,2020,0.8
SYR,Software development and technology,2023,0.28
SYR,Writing and translation,2020,3.59
SYR,Writing and translation,2022,2.56
SYR,Writing and translation,2023,0.29
SYR,Writing and translation,2024,0.39
TCA,Professional services,2019,0.4
TCA,Professional services,2020,0.4
TCD,Software development and technology,2022,1.12
TCD,Writing and translation,2023,0.24
TGO,Creative and multimedia,2022,0.19
TGO,Creative and multimedia,2023,11.29
TGO,Creative and multimedia,2024,3.85
TGO,Professional services,2024,0.13
TGO,Sales and marketing support,2022,0.23
TGO,Sales and marketing support,2023,0.15
TGO,Sales and marketing support,2024,0.14
TGO,Software development and technology,2019,8.0
TGO,Software development and technology,2020,42.96
TGO,Software development and technology,2021,83.75
TGO,Software development and technology,2022,0.27
TGO,Software development and technology,2023,0.26
TGO,Writing and translation,2020,7.14
TGO,Writing and translation,2021,4.05
TGO,Writing and translation,2022,7.22
TGO,Writing and translation,2023,0.12
TGO,Writing and translation,2024,0.1
THA,Clerical and data entry,2017,30.25
THA,Clerical and data entry,2018,34.68
THA,Clerical and data entry,2019,17.8
THA,Clerical and data entry,2020,28.92
THA,Clerical and data entry,2021,40.9
THA,Clerical and data entry,2022,26.81
THA,Clerical and data entry,2023,6.14
THA,Clerical and data entry,2024,3.63
THA,Creative and multimedia,2017,18.89
THA,Creative and multimedia,2018,50.42
THA,Creative and multimedia,2019,112.52
THA,Creative and multimedia,2020,149.37
THA,Creative and multimedia,2021,50.02
THA,Creative and multimedia,2022,95.86
THA,Creative and multimedia,2023,94.09
THA,Creative and multimedia,2024,70.08
THA,Professional services,2017,19.37
THA,Professional services,2019,12.95
THA,Professional services,2020,32.3
THA,Professional services,2021,22.97
THA,Professional services,2022,20.35
THA,Professional services,2023,2.03
THA,Professional services,2024,5.03
THA,Sales and marketing support,2017,167.5
THA,Sales and marketing support,2018,578.93
THA,Sales and marketing support,2019,178.19
THA,Sales and marketing support,2020,50.41
THA,Sales and marketing support,2021,81.7
THA,Sales and marketing support,2022,31.93
THA,Sales and marketing support,2023,5.87
THA,Sales and marketing support,2024,34.14
THA,Software development and technology,2017,12.27
THA,Software development and technology,2018,21.4
THA,Software development and technology,2019,20.85
THA,Software development and technology,2020,81.89
THA,Software development and technology,2021,128.84
THA,Software development and technology,2022,173.3
THA,Software development and technology,2023,132.86
THA,Software development and technology,2024,31.76
THA,Writing and translation,2017,127.75
THA,Writing and translation,2018,155.56
THA,Writing and translation,2019,190.95
THA,Writing and translation,2020,46.83
THA,Writing and translation,2021,43.59
THA,Writing and translation,2022,16.56
THA,Writing and translation,2023,21.1
THA,Writing and translation,2024,21.52
TJK,Clerical and data entry,2024,3.63
TJK,Creative and multimedia,2020,18.67
TJK,Creative and multimedia,2021,40.0
TJK,Creative and multimedia,2022,27.13
TJK,Creative and multimedia,2023,48.86
TJK,Creative and multimedia,2024,67.87
TJK,Professional services,2020,3.45
TJK,Sales and marketing support,2020,8.0
TJK,Sales and marketing support,2021,9.59
TJK,Sales and marketing support,2022,0.31
TJK,Sales and marketing support,2023,0.3
TJK,Sales and marketing support,2024,14.36
TJK,Software development and technology,2019,19.17
TJK,Software development and technology,2020,14.5
TJK,Software development and technology,2021,50.24
TJK,Software development and technology,2022,81.85
TJK,Software development and technology,2023,20.8
TJK,Software development and technology,2024,14.01
TJK,Writing and translation,2018,22.05
TJK,Writing and translation,2019,13.64
TJK,Writing and translation,2020,0.4
TJK,Writing and translation,2023,14.91
TJK,Writing and translation,2024,11.18
TKM,Creative and multimedia,2019,29.69
TKM,Creative and multimedia,2020,12.02
TKM,Creative and multimedia,2021,4.44
TKM,Creative and multimedia,2022,2.0
TKM,Creative and multimedia,2023,10.5
TKM,Creative and multimedia,2024,3.63
TKM,Software development and technology,2019,7.62
TKM,Software development and technology,2021,15.45
TKM,Writing and translation,2019,3.62
TKM,Writing and translation,2020,1.81
TTO,Clerical and data entry,2017,3.67
TTO,Clerical and data entry,2019,17.18
TTO,Clerical and data entry,2020,10.17
TTO,Clerical and data entry,2021,15.68
TTO,Clerical and data entry,2022,20.7
TTO,Clerical and data entry,2023,13.1
TTO,Clerical and data entry,2024,7.62
TTO,Creative and multimedia,2019,8.79
TTO,Creative and multimedia,2020,4.6
TTO,Creative and multimedia,2021,7.43
TTO,Creative and multimedia,2022,5.39
TTO,Creative and multimedia,2023,4.41
TTO,Creative and multimedia,2024,0.14
TTO,Professional services,2018,1.0
TTO,Professional services,2019,19.52
TTO,Professional services,2020,0.73
TTO,Professional services,2022,1.66
TTO,Professional services,2023,1.77
TTO,Professional services,2024,1.92
TTO,Sales and marketing support,2017,105.24
TTO,Sales and marketing support,2018,108.4
TTO,Sales and marketing support,2019,24.11
TTO,Sales and marketing support,2020,16.29
TTO,Sales and marketing support,2021,2.65
TTO,Sales and marketing support,2023,0.53
TTO,Sales and marketing support,2024,0.5
TTO,Software development and technology,2017,13.84
TTO,Software development and technology,2018,19.94
TTO,Software development and technology,2020,5.79
TTO,Software development and technology,2021,130.43
TTO,Software development and technology,2022,144.82
TTO,Software development and technology,2023,94.15
TTO,Software development and technology,2024,32.05
TTO,Writing and translation,2017,21.26
TTO,Writing and translation,2018,25.81
TTO,Writing and translation,2019,41.24
TTO,Writing and translation,2020,8.63
TTO,Writing and translation,2021,62.91
TTO,Writing and translation,2022,62.94
TTO,Writing and translation,2023,1.68
TTO,Writing and translation,2024,1.42
TUN,Clerical and data entry,2017,12.92
TUN,Clerical and data entry,2019,29.8
TUN,Clerical and data entry,2020,81.39
TUN,Clerical and data entry,2021,63.86
TUN,Clerical and data entry,2022,35.5
TUN,Clerical and data entry,2023,5.49
TUN,Clerical and data entry,2024,3.68
TUN,Creative and multimedia,2017,145.49
TUN,Creative and multimedia,2018,143.21
TUN,Creative and multimedia,2019,126.78
TUN,Creative and multimedia,2020,197.81
TUN,Creative and multimedia,2021,202.3
TUN,Creative and multimedia,2022,318.7
TUN,Creative and multimedia,2023,225.34
TUN,Creative and multimedia,2024,169.86
TUN,Professional services,2017,6.82
TUN,Professional services,2018,20.68
TUN,Professional services,2019,33.35
TUN,Professional services,2020,37.85
TUN,Professional services,2021,59.82
TUN,Professional services,2022,76.67
TUN,Professional services,2023,0.9
TUN,Professional services,2024,0.57
TUN,Sales and marketing support,2017,17.77
TUN,Sales and marketing support,2018,38.04
TUN,Sales and marketing support,2019,32.44
TUN,Sales and marketing support,2020,18.05
TUN,Sales and marketing support,2021,13.21
TUN,Sales and marketing support,2022,1.97
TUN,Sales and marketing support,2023,0.49
TUN,Sales and marketing support,2024,0.43
TUN,Software development and technology,2017,126.05
TUN,Software development and technology,2018,179.47
TUN,Software development and technology,2019,213.59
TUN,Software development and technology,2020,174.21
TUN,Software development and technology,2021,246.29
TUN,Software development and technology,2022,202.43
TUN,Software development and technology,2023,267.25
TUN,Software development and technology,2024,266.32
TUN,Writing and translation,2017,43.29
TUN,Writing and translation,2018,48.21
TUN,Writing and translation,2019,26.42
TUN,Writing and translation,2020,40.81
TUN,Writing and translation,2021,22.06
TUN,Writing and translation,2022,22.55
TUN,Writing and translation,2023,20.84
TUN,Writing and translation,2024,11.73
TUR,Clerical and data entry,2017,13.84
TUR,Clerical and data entry,2019,38.85
TUR,Clerical and data entry,2020,55.3
TUR,Clerical and data entry,2021,41.25
TUR,Clerical and data entry,2022,53.31
TUR,Clerical and data entry,2023,13.26
TUR,Clerical and data entry,2024,12.3
TUR,Creative and multimedia,2017,204.15
TUR,Creative and multimedia,2018,321.98
TUR,Creative and multimedia,2019,914.52
TUR,Creative and multimedia,2020,1757.69
TUR,Creative and multimedia,2021,1417.69
TUR,Creative and multimedia,2022,1263.99
TUR,Creative and multimedia,2023,1118.67
TUR,Creative and multimedia,2024,1155.75
TUR,Professional services,2018,12.07
TUR,Professional services,2019,32.04
TUR,Professional services,2020,14.79
TUR,Professional services,2021,10.53
TUR,Professional services,2022,22.91
TUR,Professional services,2023,9.01
TUR,Professional services,2024,5.26
TUR,Sales and marketing support,2017,103.67
TUR,Sales and marketing support,2018,202.22
TUR,Sales and marketing support,2019,229.07
TUR,Sales and marketing support,2020,307.87
TUR,Sales and marketing support,2021,46.53
TUR,Sales and marketing support,2022,41.45
TUR,Sales and marketing support,2023,61.37
TUR,Sales and marketing support,2024,17.69
TUR,Software development and technology,2017,80.11
TUR,Software development and technology,2018,135.89
TUR,Software development and technology,2019,815.68
TUR,Software development and technology,2020,1159.8
TUR,Software development and technology,2021,1450.12
TUR,Software development and technology,2022,1350.44
TUR,Software development and technology,2023,865.74
TUR,Software development and technology,2024,767.04
TUR,Writing and translation,2017,237.04
TUR,Writing and translation,2018,201.89
TUR,Writing and translation,2019,294.34
TUR,Writing and translation,2020,225.05
TUR,Writing and translation,2021,28.09
TUR,Writing and translation,2022,88.78
TUR,Writing and translation,2023,53.63
TUR,Writing and translation,2024,65.18
TWN,Clerical and data entry,2018,23.57
TWN,Clerical and data entry,2022,12.34
TWN,Creative and multimedia,2017,10.6
TWN,Creative and multimedia,2018,123.4
TWN,Creative and multimedia,2019,4.82
TWN,Creative and multimedia,2020,19.56
TWN,Creative and multimedia,2021,16.25
TWN,Creative and multimedia,2022,128.51
TWN,Creative and multimedia,2023,17.34
TWN,Creative and multimedia,2024,2.3
TWN,Professional services,2018,8.11
TWN,Professional services,2019,53.49
TWN,Professional services,2020,107.97
TWN,Professional services,2021,168.46
TWN,Professional services,2022,127.92
TWN,Professional services,2023,16.15
TWN,Professional services,2024,7.37
TWN,Sales and marketing support,2017,18.82
TWN,Sales and marketing support,2018,22.99
TWN,Sales and marketing support,2019,15.48
TWN,Sales and marketing support,2022,0.19
TWN,Sales and marketing support,2023,2.53
TWN,Sales and marketing support,2024,1.4
TWN,Software development and technology,2017,13.21
TWN,Software development and technology,2018,15.72
TWN,Software development and technology,2019,23.55
TWN,Software development and technology,2020,49.1
TWN,Software development and technology,2021,120.19
TWN,Software development and technology,2022,102.28
TWN,Software development and technology,2023,78.9
TWN,Software development and technology,2024,2.43
TWN,Writing and translation,2017,22.04
TWN,Writing and translation,2018,49.09
TWN,Writing and translation,2019,12.68
TWN,Writing and translation,2020,18.67
TWN,Writing and translation,2021,15.3
TWN,Writing and translation,2022,44.76
TWN,Writing and translation,2023,17.73
TWN,Writing and translation,2024,9.3
TZA,Clerical and data entry,2019,1.0
TZA,Clerical and data entry,2020,4.12
TZA,Clerical and data entry,2021,5.58
TZA,Clerical and data entry,2022,4.45
TZA,Creative and multimedia,2019,13.38
TZA,Creative and multimedia,2020,10.85
TZA,Creative and multimedia,2021,31.08
TZA,Creative and multimedia,2022,11.32
TZA,Creative and multimedia,2023,5.46
TZA,Creative and multimedia,2024,5.74
TZA,Professional services,2022,0.21
TZA,Professional services,2023,1.01
TZA,Professional services,2024,0.27
TZA,Sales and marketing support,2017,14.84
TZA,Sales and marketing support,2020,60.74
TZA,Sales and marketing support,2021,86.22
TZA,Sales and marketing support,2022,12.59
TZA,Sales and marketing support,2023,8.86
TZA,Sales and marketing support,2024,18.7
TZA,Software development and technology,2018,21.65
TZA,Software development and technology,2019,33.18
TZA,Software development and technology,2020,17.9
TZA,Software development and technology,2021,16.29
TZA,Software development and technology,2022,18.9
TZA,Software development and technology,2023,2.24
TZA,Software development and technology,2024,2.3
TZA,Writing and translation,2018,12.69
TZA,Writing and translation,2019,16.95
TZA,Writing and translation,2020,15.72
TZA,Writing and translation,2021,14.08
TZA,Writing and translation,2022,1.76
TZA,Writing and translation,2023,2.79
TZA,Writing and translation,2024,3.91
UGA,Clerical and data entry,2017,10.0
UGA,Clerical and data entry,2018,22.28
UGA,Clerical and data entry,2019,23.93
UGA,Clerical and data entry,2020,47.24
UGA,Clerical and data entry,2021,78.88
UGA,Creative and multimedia,2017,16.37
UGA,Creative and multimedia,2018,35.58
UGA,Creative and multimedia,2019,15.19
UGA,Creative and multimedia,2020,7.82
UGA,Creative and multimedia,2021,8.0
UGA,Creative and multimedia,2022,5.75
UGA,Creative and multimedia,2023,1.98
UGA,Creative and multimedia,2024,1.42
UGA,Professional services,2019,5.77
UGA,Professional services,2020,5.84
UGA,Professional services,2021,6.05
UGA,Professional services,2022,7.79
UGA,Professional services,2023,1.31
UGA,Professional services,2024,1.64
UGA,Sales and marketing support,2017,18.56
UGA,Sales and marketing support,2018,29.5
UGA,Sales and marketing support,2019,26.1
UGA,Sales and marketing support,2020,12.43
UGA,Sales and marketing support,2021,25.01
UGA,Sales and marketing support,2022,1.45
UGA,Sales and marketing support,2023,1.84
UGA,Sales and marketing support,2024,0.55
UGA,Software development and technology,2018,22.25
UGA,Software development and technology,2019,6.85
UGA,Software development and technology,2020,43.36
UGA,Software development and technology,2021,12.22
UGA,Software development and technology,2022,5.76
UGA,Software development and technology,2023,17.63
UGA,Software development and technology,2024,13.24
UGA,Writing and translation,2017,1.0
UGA,Writing and translation,2018,32.95
UGA,Writing and translation,2019,2.4
UGA,Writing and translation,2020,14.64
UGA,Writing and translation,2021,9.03
UGA,Writing and translation,2022,4.83
UGA,Writing and translation,2023,1.5
UGA,Writing and translation,2024,1.23
UKR,Clerical and data entry,2017,73.57
UKR,Clerical and data entry,2018,47.63
UKR,Clerical and data entry,2019,53.63
UKR,Clerical and data entry,2020,56.17
UKR,Clerical and data entry,2021,130.79
UKR,Clerical and data entry,2022,102.35
UKR,Clerical and data entry,2023,61.96
UKR,Clerical and data entry,2024,17.21
UKR,Creative and multimedia,2017,855.43
UKR,Creative and multimedia,2018,1031.01
UKR,Creative and multimedia,2019,1748.37
UKR,Creative and multimedia,2020,3427.93
UKR,Creative and multimedia,2021,2748.51
UKR,Creative and multimedia,2022,2218.58
UKR,Creative and multimedia,2023,1049.1
UKR,Creative and multimedia,2024,733.97
UKR,Professional services,2017,1.08
UKR,Professional services,2018,40.95
UKR,Professional services,2019,92.09
UKR,Professional services,2020,160.12
UKR,Professional services,2021,67.44
UKR,Professional services,2022,42.55
UKR,Professional services,2023,7.87
UKR,Professional services,2024,36.61
UKR,Sales and marketing support,2017,178.86
UKR,Sales and marketing support,2018,288.53
UKR,Sales and marketing support,2019,571.18
UKR,Sales and marketing support,2020,533.68
UKR,Sales and marketing support,2021,176.05
UKR,Sales and marketing support,2022,123.01
UKR,Sales and marketing support,2023,95.02
UKR,Sales and marketing support,2024,66.41
UKR,Software development and technology,2017,1317.63
UKR,Software development and technology,2018,1365.1
UKR,Software development and technology,2019,2661.97
UKR,Software development and technology,2020,5163.68
UKR,Software development and technology,2021,7590.68
UKR,Software development and technology,2022,13373.08
UKR,Software development and technology,2023,4201.62
UKR,Software development and technology,2024,2415.2
UKR,Writing and translation,2017,284.35
UKR,Writing and translation,2018,194.39
UKR,Writing and translation,2019,353.67
UKR,Writing and translation,2020,206.32
UKR,Writing and translation,2021,150.11
UKR,Writing and translation,2022,157.58
UKR,Writing and translation,2023,244.99
UKR,Writing and translation,2024,199.21
URY,Clerical and data entry,2019,4.85
URY,Clerical and data entry,2020,2.94
URY,Clerical and data entry,2021,6.11
URY,Clerical and data entry,2022,7.06
URY,Clerical and data entry,2023,2.28
URY,Clerical and data entry,2024,0.04
URY,Creative and multimedia,2017,80.65
URY,Creative and multimedia,2018,87.21
URY,Creative and multimedia,2019,69.81
URY,Creative and multimedia,2020,78.38
URY,Creative and multimedia,2021,196.08
URY,Creative and multimedia,2022,201.54
URY,Creative and multimedia,2023,199.31
URY,Creative and multimedia,2024,179.27
URY,Professional services,2022,7.53
URY,Professional services,2023,0.22
URY,Professional services,2024,0.18
URY,Sales and marketing support,2018,37.8
URY,Sales and marketing support,2019,56.37
URY,Sales and marketing support,2020,4.17
URY,Sales and marketing support,2021,8.0
URY,Sales and marketing support,2022,0.27
URY,Sales and marketing support,2023,1.13
URY,Sales and marketing support,2024,0.15
URY,Software development and technology,2017,29.22
URY,Software development and technology,2019,76.07
URY,Software development and technology,2020,68.48
URY,Software development and technology,2021,181.65
URY,Software development and technology,2022,143.63
URY,Software development and technology,2023,180.16
URY,Software development and technology,2024,185.25
URY,Writing and translation,2017,15.1
URY,Writing and translation,2018,31.15
URY,Writing and translation,2019,57.46
URY,Writing and translation,2020,22.6
URY,Writing and translation,2021,8.0
URY,Writing and translation,2022,7.65
URY,Writing and translation,2023,48.01
URY,Writing and translation,2024,40.76
USA,Clerical and data entry,2017,857.18
USA,Clerical and data entry,2018,528.07
USA,Clerical and data entry,2019,1571.91
USA,Clerical and data entry,2020,2081.83
USA,Clerical and data entry,2021,2359.94
USA,Clerical and data entry,2022,2914.38
USA,Clerical and data entry,2023,409.49
USA,Clerical and data entry,2024,98.33
USA,Creative and multimedia,2017,4236.31
USA,Creative and multimedia,2018,3807.35
USA,Creative and multimedia,2019,4867.25
USA,Creative and multimedia,2020,3429.71
USA,Creative and multimedia,2021,2868.16
USA,Creative and multimedia,2022,3202.93
USA,Creative and multimedia,2023,2456.1
