area,variable,percentile,year,value
IDN,sptincj992,p0p99,1925,0.8212
IDN,sptincj992,p0p99,1926,0.798
IDN,sptincj992,p0p99,1927,0.7991
IDN,sptincj992,p0p99,1928,0.8009000000000001
IDN,sptincj992,p0p99,1929,0.7887000000000001
IDN,sptincj992,p0p99,1930,0.7966000000000001
IDN,sptincj992,p0p99,1931,0.7838
IDN,sptincj992,p0p99,1932,0.7885000000000001
IDN,sptincj992,p0p99,1933,0.7694000000000001
IDN,sptincj992,p0p99,1934,0.7708
IDN,sptincj992,p0p99,1935,0.7748
IDN,sptincj992,p0p99,1936,0.7664000000000001
IDN,sptincj992,p0p99,1937,0.7755000000000001
IDN,sptincj992,p0p99,1938,0.7643000000000001
IDN,sptincj992,p0p99,1939,0.7613000000000001
IDN,sptincj992,p0p99,1940,0.7604000000000001
IDN,sptincj992,p0p99,1950,0.7941
IDN,sptincj992,p0p99,1960,0.8278000000000001
IDN,sptincj992,p0p99,1970,0.8614
IDN,sptincj992,p0p99,1980,0.8521000000000001
IDN,sptincj992,p0p99,1981,0.8521000000000001
IDN,sptincj992,p0p99,1982,0.8521000000000001
IDN,sptincj992,p0p99,1983,0.8521000000000001
IDN,sptincj992,p0p99,1984,0.8521000000000001
IDN,sptincj992,p0p99,1985,0.8453
IDN,sptincj992,p0p99,1986,0.8391000000000001
IDN,sptincj992,p0p99,1987,0.8334
IDN,sptincj992,p0p99,1988,0.8397
IDN,sptincj992,p0p99,1989,0.8452000000000001
IDN,sptincj992,p0p99,1990,0.8500000000000001
IDN,sptincj992,p0p99,1991,0.8396
IDN,sptincj992,p0p99,1992,0.8308000000000001
IDN,sptincj992,p0p99,1993,0.8234
IDN,sptincj992,p0p99,1994,0.8158000000000001
IDN,sptincj992,p0p99,1995,0.8098000000000001
IDN,sptincj992,p0p99,1996,0.8049000000000001
IDN,sptincj992,p0p99,1997,0.8312
IDN,sptincj992,p0p99,1998,0.8601000000000001
IDN,sptincj992,p0p99,1999,0.8642000000000001
IDN,sptincj992,p0p99,2000,0.863
IDN,sptincj992,p0p99,2001,0.8533000000000001
IDN,sptincj992,p0p99,2002,0.8571000000000001
IDN,sptincj992,p0p99,2003,0.8612000000000001
IDN,sptincj992,p0p99,2004,0.8483
IDN,sptincj992,p0p99,2005,0.8388
IDN,sptincj992,p0p99,2006,0.8460000000000001
IDN,sptincj992,p0p99,2007,0.8416
IDN,sptincj992,p0p99,2008,0.8188000000000001
IDN,sptincj992,p0p99,2009,0.7985
IDN,sptincj992,p0p99,2010,0.8364
IDN,sptincj992,p0p99,2011,0.8244
IDN,sptincj992,p0p99,2012,0.8252
IDN,sptincj992,p0p99,2013,0.8297
IDN,sptincj992,p0p99,2014,0.8294
IDN,sptincj992,p0p99,2015,0.8192
IDN,sptincj992,p0p99,2016,0.8418
IDN,sptincj992,p0p99,2017,0.8447
IDN,sptincj992,p0p99,2018,0.8215
IDN,sptincj992,p0p99,2019,0.8215
IDN,sptincj992,p0p99,2020,0.8215
IDN,sptincj992,p0p99,2021,0.8215
IDN,sptincj992,p0p99,2022,0.8215
IDN,sptincj992,p0p99,2023,0.8215
IDN,sptincj992,p0p99,2024,0.8215
IDN,sptincj992,p50p90,1820,0.4127
IDN,sptincj992,p50p90,1850,0.4097
IDN,sptincj992,p50p90,1880,0.4066
IDN,sptincj992,p50p90,1900,0.4036
IDN,sptincj992,p50p90,1910,0.3975
IDN,sptincj992,p50p90,1920,0.3975
IDN,sptincj992,p50p90,1921,0.3905
IDN,sptincj992,p50p90,1922,0.3947
IDN,sptincj992,p50p90,1923,0.3824
IDN,sptincj992,p50p90,1924,0.3856
IDN,sptincj992,p50p90,1925,0.3893
IDN,sptincj992,p50p90,1926,0.3799
IDN,sptincj992,p50p90,1927,0.382
IDN,sptincj992,p50p90,1928,0.3844
IDN,sptincj992,p50p90,1929,0.3802
IDN,sptincj992,p50p90,1930,0.3857
IDN,sptincj992,p50p90,1931,0.3795
IDN,sptincj992,p50p90,1932,0.3818
IDN,sptincj992,p50p90,1933,0.3725
IDN,sptincj992,p50p90,1934,0.3732
IDN,sptincj992,p50p90,1935,0.3751
IDN,sptincj992,p50p90,1936,0.3711
IDN,sptincj992,p50p90,1937,0.3755
IDN,sptincj992,p50p90,1938,0.37
IDN,sptincj992,p50p90,1939,0.3686
IDN,sptincj992,p50p90,1940,0.3682
IDN,sptincj992,p50p90,1950,0.3845
IDN,sptincj992,p50p90,1960,0.4008
IDN,sptincj992,p50p90,1970,0.417
IDN,sptincj992,p50p90,1980,0.423
IDN,sptincj992,p50p90,1981,0.423
IDN,sptincj992,p50p90,1982,0.423
IDN,sptincj992,p50p90,1983,0.423
IDN,sptincj992,p50p90,1984,0.423
IDN,sptincj992,p50p90,1985,0.4184
IDN,sptincj992,p50p90,1986,0.4143
IDN,sptincj992,p50p90,1987,0.4105
IDN,sptincj992,p50p90,1988,0.4098
IDN,sptincj992,p50p90,1989,0.4091
IDN,sptincj992,p50p90,1990,0.4085
IDN,sptincj992,p50p90,1991,0.4045
IDN,sptincj992,p50p90,1992,0.4012
IDN,sptincj992,p50p90,1993,0.3984
IDN,sptincj992,p50p90,1994,0.3944
IDN,sptincj992,p50p90,1995,0.3909
IDN,sptincj992,p50p90,1996,0.3878
IDN,sptincj992,p50p90,1997,0.4067
IDN,sptincj992,p50p90,1998,0.4274
IDN,sptincj992,p50p90,1999,0.4309
IDN,sptincj992,p50p90,2000,0.4316
IDN,sptincj992,p50p90,2001,0.4262
IDN,sptincj992,p50p90,2002,0.4291
IDN,sptincj992,p50p90,2003,0.4321
IDN,sptincj992,p50p90,2004,0.423
IDN,sptincj992,p50p90,2005,0.4155
IDN,sptincj992,p50p90,2006,0.4168
IDN,sptincj992,p50p90,2007,0.4168
IDN,sptincj992,p50p90,2008,0.4005
IDN,sptincj992,p50p90,2009,0.3913
IDN,sptincj992,p50p90,2010,0.4213
IDN,sptincj992,p50p90,2011,0.4088
IDN,sptincj992,p50p90,2012,0.4092
IDN,sptincj992,p50p90,2013,0.4128
IDN,sptincj992,p50p90,2014,0.4144
IDN,sptincj992,p50p90,2015,0.4028
IDN,sptincj992,p50p90,2016,0.4171
IDN,sptincj992,p50p90,2017,0.4292
IDN,sptincj992,p50p90,2018,0.4069
IDN,sptincj992,p50p90,2019,0.4069
IDN,sptincj992,p50p90,2020,0.4069
IDN,sptincj992,p50p90,2021,0.4069
IDN,sptincj992,p50p90,2022,0.4069
IDN,sptincj992,p50p90,2023,0.4069
IDN,sptincj992,p50p90,2024,0.4069
IDN,sptincj992,p90p100,1820,0.4117
IDN,sptincj992,p90p100,1850,0.4161
IDN,sptincj992,p90p100,1880,0.4204
IDN,sptincj992,p90p100,1900,0.4247
IDN,sptincj992,p90p100,1910,0.4334
IDN,sptincj992,p90p100,1920,0.4334
IDN,sptincj992,p90p100,1921,0.4434
IDN,sptincj992,p90p100,1922,0.4374
IDN,sptincj992,p90p100,1923,0.4549
IDN,sptincj992,p90p100,1924,0.4504
IDN,sptincj992,p90p100,1925,0.4451
IDN,sptincj992,p90p100,1926,0.4585
IDN,sptincj992,p90p100,1927,0.4555
IDN,sptincj992,p90p100,1928,0.452
IDN,sptincj992,p90p100,1929,0.458
IDN,sptincj992,p90p100,1930,0.4503
IDN,sptincj992,p90p100,1931,0.459
IDN,sptincj992,p90p100,1932,0.4558
IDN,sptincj992,p90p100,1933,0.469
IDN,sptincj992,p90p100,1934,0.4681
IDN,sptincj992,p90p100,1935,0.4653
IDN,sptincj992,p90p100,1936,0.4711
IDN,sptincj992,p90p100,1937,0.4648
IDN,sptincj992,p90p100,1938,0.4725
IDN,sptincj992,p90p100,1939,0.4746
IDN,sptincj992,p90p100,1940,0.4752
IDN,sptincj992,p90p100,1950,0.452
IDN,sptincj992,p90p100,1960,0.4287
IDN,sptincj992,p90p100,1970,0.4055
IDN,sptincj992,p90p100,1980,0.4124
IDN,sptincj992,p90p100,1981,0.4124
IDN,sptincj992,p90p100,1982,0.4124
IDN,sptincj992,p90p100,1983,0.4124
IDN,sptincj992,p90p100,1984,0.4124
IDN,sptincj992,p90p100,1985,0.4225
IDN,sptincj992,p90p100,1986,0.4317
IDN,sptincj992,p90p100,1987,0.4402
IDN,sptincj992,p90p100,1988,0.443
IDN,sptincj992,p90p100,1989,0.4455
IDN,sptincj992,p90p100,1990,0.4477
IDN,sptincj992,p90p100,1991,0.4535
IDN,sptincj992,p90p100,1992,0.4584
IDN,sptincj992,p90p100,1993,0.4626
IDN,sptincj992,p90p100,1994,0.4706
IDN,sptincj992,p90p100,1995,0.4771
IDN,sptincj992,p90p100,1996,0.4823
IDN,sptincj992,p90p100,1997,0.4405
IDN,sptincj992,p90p100,1998,0.3946
IDN,sptincj992,p90p100,1999,0.3874
IDN,sptincj992,p90p100,2000,0.3884
IDN,sptincj992,p90p100,2001,0.3986
IDN,sptincj992,p90p100,2002,0.3974
IDN,sptincj992,p90p100,2003,0.396
IDN,sptincj992,p90p100,2004,0.4121
IDN,sptincj992,p90p100,2005,0.4241
IDN,sptincj992,p90p100,2006,0.4177
IDN,sptincj992,p90p100,2007,0.4244
IDN,sptincj992,p90p100,2008,0.4654
IDN,sptincj992,p90p100,2009,0.4788
IDN,sptincj992,p90p100,2010,0.4296
IDN,sptincj992,p90p100,2011,0.4484
IDN,sptincj992,p90p100,2012,0.4429
IDN,sptincj992,p90p100,2013,0.4354
IDN,sptincj992,p90p100,2014,0.4343
IDN,sptincj992,p90p100,2015,0.4497
IDN,sptincj992,p90p100,2016,0.4315
IDN,sptincj992,p90p100,2017,0.4173
IDN,sptincj992,p90p100,2018,0.4686
IDN,sptincj992,p90p100,2019,0.4686
IDN,sptincj992,p90p100,2020,0.4686
IDN,sptincj992,p90p100,2021,0.4686
IDN,sptincj992,p90p100,2022,0.4686
IDN,sptincj992,p90p100,2023,0.4686
IDN,sptincj992,p90p100,2024,0.4686
IDN,sptincj992,p99p100,1820,0.1372
IDN,sptincj992,p99p100,1850,0.1387
IDN,sptincj992,p99p100,1880,0.1401
IDN,sptincj992,p99p100,1900,0.1416
IDN,sptincj992,p99p100,1910,0.1445
IDN,sptincj992,p99p100,1920,0.1445
IDN,sptincj992,p99p100,1921,0.1628
IDN,sptincj992,p99p100,1922,0.1571
IDN,sptincj992,p99p100,1923,0.1867
IDN,sptincj992,p99p100,1924,0.1832
IDN,sptincj992,p99p100,1925,0.1788
IDN,sptincj992,p99p100,1926,0.202
IDN,sptincj992,p99p100,1927,0.2009
IDN,sptincj992,p99p100,1928,0.1991
IDN,sptincj992,p99p100,1929,0.2113
IDN,sptincj992,p99p100,1930,0.2034
IDN,sptincj992,p99p100,1931,0.2162
IDN,sptincj992,p99p100,1932,0.2115
IDN,sptincj992,p99p100,1933,0.2306
IDN,sptincj992,p99p100,1934,0.2292
IDN,sptincj992,p99p100,1935,0.2252
IDN,sptincj992,p99p100,1936,0.2336
IDN,sptincj992,p99p100,1937,0.2245
IDN,sptincj992,p99p100,1938,0.2357
IDN,sptincj992,p99p100,1939,0.2387
IDN,sptincj992,p99p100,1940,0.2396
IDN,sptincj992,p99p100,1950,0.2059
IDN,sptincj992,p99p100,1960,0.1722
IDN,sptincj992,p99p100,1970,0.1386
IDN,sptincj992,p99p100,1980,0.1479
IDN,sptincj992,p99p100,1981,0.1479
IDN,sptincj992,p99p100,1982,0.1479
IDN,sptincj992,p99p100,1983,0.1479
IDN,sptincj992,p99p100,1984,0.1479
IDN,sptincj992,p99p100,1985,0.1547
IDN,sptincj992,p99p100,1986,0.1609
IDN,sptincj992,p99p100,1987,0.1666
IDN,sptincj992,p99p100,1988,0.1603
IDN,sptincj992,p99p100,1989,0.1548
IDN,sptincj992,p99p100,1990,0.15
IDN,sptincj992,p99p100,1991,0.1604
IDN,sptincj992,p99p100,1992,0.1692
IDN,sptincj992,p99p100,1993,0.1766
IDN,sptincj992,p99p100,1994,0.1842
IDN,sptincj992,p99p100,1995,0.1902
IDN,sptincj992,p99p100,1996,0.1951
IDN,sptincj992,p99p100,1997,0.1688
IDN,sptincj992,p99p100,1998,0.1399
IDN,sptincj992,p99p100,1999,0.1358
IDN,sptincj992,p99p100,2000,0.137
IDN,sptincj992,p99p100,2001,0.1467
IDN,sptincj992,p99p100,2002,0.1429
IDN,sptincj992,p99p100,2003,0.1388
IDN,sptincj992,p99p100,2004,0.1517
IDN,sptincj992,p99p100,2005,0.1612
IDN,sptincj992,p99p100,2006,0.154
IDN,sptincj992,p99p100,2007,0.1584
IDN,sptincj992,p99p100,2008,0.1812
IDN,sptincj992,p99p100,2009,0.2015
IDN,sptincj992,p99p100,2010,0.1636
IDN,sptincj992,p99p100,2011,0.1756
IDN,sptincj992,p99p100,2012,0.1748
IDN,sptincj992,p99p100,2013,0.1703
IDN,sptincj992,p99p100,2014,0.1706
IDN,sptincj992,p99p100,2015,0.1808
IDN,sptincj992,p99p100,2016,0.1582
IDN,sptincj992,p99p100,2017,0.1553
IDN,sptincj992,p99p100,2018,0.1785
IDN,sptincj992,p99p100,2019,0.1785
IDN,sptincj992,p99p100,2020,0.1785
IDN,sptincj992,p99p100,2021,0.1785
IDN,sptincj992,p99p100,2022,0.1785
IDN,sptincj992,p99p100,2023,0.1785
IDN,sptincj992,p99p100,2024,0.1785
IRL,spllinf992,p0p100,1990,0.2823
IRL,spllinf992,p0p100,1991,0.2823
IRL,spllinf992,p0p100,1992,0.29159999
IRL,spllinf992,p0p100,1993,0.29789999
IRL,spllinf992,p0p100,1994,0.301
IRL,spllinf992,p0p100,1995,0.30520001
IRL,spllinf992,p0p100,1996,0.30880001
IRL,spllinf992,p0p100,1997,0.3136
IRL,spllinf992,p0p100,1998,0.31900001
IRL,spllinf992,p0p100,1999,0.32089999
IRL,spllinf992,p0p100,2000,0.32429999
IRL,spllinf992,p0p100,2001,0.34189999
IRL,spllinf992,p0p100,2002,0.33899999
IRL,spllinf992,p0p100,2003,0.33430001
IRL,spllinf992,p0p100,2004,0.34889999
IRL,spllinf992,p0p100,2005,0.3502
IRL,spllinf992,p0p100,2006,0.3536
IRL,spllinf992,p0p100,2007,0.36250001
IRL,spllinf992,p0p100,2008,0.36860001
IRL,spllinf992,p0p100,2009,0.39469999
IRL,spllinf992,p0p100,2010,0.4075
IRL,spllinf992,p0p100,2011,0.41800001
IRL,spllinf992,p0p100,2012,0.4066
IRL,spllinf992,p0p100,2013,0.3987
IRL,spllinf992,p0p100,2014,0.39399999
IRL,spllinf992,p0p100,2015,0.3899
IRL,spllinf992,p0p100,2016,0.39320001
IRL,spllinf992,p0p100,2017,0.38190001
IRL,spllinf992,p0p100,2018,0.40079999
IRL,spllinf992,p0p100,2019,0.3973
IRL,spllinf992,p0p100,2020,0.3937
IRL,spllinf992,p0p100,2021,0.3863
IRL,spllinf992,p0p100,2022,0.38929999
IRL,spllinf992,p0p100,2023,0.40700001
IRL,spllinf992,p0p100,2024,0.4102
IRL,sptincj992,p0p100,1922,1
IRL,sptincj992,p0p100,1923,1
IRL,sptincj992,p0p100,1924,1
IRL,sptincj992,p0p100,1925,1
IRL,sptincj992,p0p100,1926,1
IRL,sptincj992,p0p100,1927,1
IRL,sptincj992,p0p100,1929,1
IRL,sptincj992,p0p100,1930,1
IRL,sptincj992,p0p100,1931,1
IRL,sptincj992,p0p100,1932,1
IRL,sptincj992,p0p100,1933,1
IRL,sptincj992,p0p100,1934,1
IRL,sptincj992,p0p100,1935,1
IRL,sptincj992,p0p100,1936,1
IRL,sptincj992,p0p100,1937,1
IRL,sptincj992,p0p100,1938,1
IRL,sptincj992,p0p100,1939,1
IRL,sptincj992,p0p100,1940,1
IRL,sptincj992,p0p100,1941,1
IRL,sptincj992,p0p100,1942,1
IRL,sptincj992,p0p100,1943,1
IRL,sptincj992,p0p100,1944,1
IRL,sptincj992,p0p100,1945,1
IRL,sptincj992,p0p100,1946,1
IRL,sptincj992,p0p100,1947,1
IRL,sptincj992,p0p100,1948,1
IRL,sptincj992,p0p100,1949,1
IRL,sptincj992,p0p100,1950,1
IRL,sptincj992,p0p100,1951,1
IRL,sptincj992,p0p100,1952,1
IRL,sptincj992,p0p100,1953,1
IRL,sptincj992,p0p100,1964,1
IRL,sptincj992,p0p100,1965,1
IRL,sptincj992,p0p100,1966,1
IRL,sptincj992,p0p100,1967,1
IRL,sptincj992,p0p100,1968,1
IRL,sptincj992,p0p100,1969,1
IRL,sptincj992,p0p100,1970,1
IRL,sptincj992,p0p100,1971,1
IRL,sptincj992,p0p100,1972,1
IRL,sptincj992,p0p100,1973,1
IRL,sptincj992,p0p100,1975,1
IRL,sptincj992,p0p100,1976,1
IRL,sptincj992,p0p100,1977,1
IRL,sptincj992,p0p100,1978,1
IRL,sptincj992,p0p100,1979,1
IRL,sptincj992,p0p100,1980,1
IRL,sptincj992,p0p100,1981,1
IRL,sptincj992,p0p100,1982,1
IRL,sptincj992,p0p100,1983,1
IRL,sptincj992,p0p100,1984,1
IRL,sptincj992,p0p100,1985,1
IRL,sptincj992,p0p100,1986,1
IRL,sptincj992,p0p100,1987,1
IRL,sptincj992,p0p100,1988,1
IRL,sptincj992,p0p100,1989,1
IRL,sptincj992,p0p100,1990,1
IRL,sptincj992,p0p100,1991,1
IRL,sptincj992,p0p100,1992,1
IRL,sptincj992,p0p100,1993,1
IRL,sptincj992,p0p100,1994,1
IRL,sptincj992,p0p100,1995,1
IRL,sptincj992,p0p100,1996,1
IRL,sptincj992,p0p100,1997,1
IRL,sptincj992,p0p100,1998,1
IRL,sptincj992,p0p100,1999,1
IRL,sptincj992,p0p100,2000,1
IRL,sptincj992,p0p100,2001,1
IRL,sptincj992,p0p100,2002,1
IRL,sptincj992,p0p100,2003,1
IRL,sptincj992,p0p100,2004,1
IRL,sptincj992,p0p100,2005,1
IRL,sptincj992,p0p100,2006,1
IRL,sptincj992,p0p100,2007,1
IRL,sptincj992,p0p100,2008,1
IRL,sptincj992,p0p100,2009,1
IRL,sptincj992,p0p100,2010,1
IRL,sptincj992,p0p100,2011,1
IRL,sptincj992,p0p100,2012,1
IRL,sptincj992,p0p100,2013,1
IRL,sptincj992,p0p100,2014,1
IRL,sptincj992,p0p100,2015,1
IRL,sptincj992,p0p100,2016,1
IRL,sptincj992,p0p100,2017,1
IRL,sptincj992,p0p100,2018,1
IRL,sptincj992,p0p100,2019,1
IRL,sptincj992,p0p100,2020,1
IRL,sptincj992,p0p100,2021,1
IRL,sptincj992,p0p100,2022,1
IRL,sptincj992,p0p100,2023,1
IRL,sptincj992,p0p100,2024,1
IRL,sptincj992,p0p50,1922,0.1902
IRL,sptincj992,p0p50,1923,0.1907
IRL,sptincj992,p0p50,1924,0.195
IRL,sptincj992,p0p50,1925,0.1965
IRL,sptincj992,p0p50,1926,0.1999
IRL,sptincj992,p0p50,1927,0.2018
IRL,sptincj992,p0p50,1929,0.2069
IRL,sptincj992,p0p50,1930,0.2086
IRL,sptincj992,p0p50,1931,0.2066
IRL,sptincj992,p0p50,1932,0.2077
IRL,sptincj992,p0p50,1933,0.2044
IRL,sptincj992,p0p50,1934,0.2051
IRL,sptincj992,p0p50,1935,0.2059
IRL,sptincj992,p0p50,1936,0.2032
IRL,sptincj992,p0p50,1937,0.2036
IRL,sptincj992,p0p50,1938,0.2043
IRL,sptincj992,p0p50,1939,0.2029
IRL,sptincj992,p0p50,1940,0.2045
IRL,sptincj992,p0p50,1941,0.2063
IRL,sptincj992,p0p50,1942,0.2093
IRL,sptincj992,p0p50,1943,0.2136
IRL,sptincj992,p0p50,1944,0.2138
IRL,sptincj992,p0p50,1945,0.216
IRL,sptincj992,p0p50,1946,0.2173
IRL,sptincj992,p0p50,1947,0.2196
IRL,sptincj992,p0p50,1948,0.2228
IRL,sptincj992,p0p50,1949,0.2253
IRL,sptincj992,p0p50,1950,0.2281
IRL,sptincj992,p0p50,1951,0.229
IRL,sptincj992,p0p50,1952,0.2281
IRL,sptincj992,p0p50,1953,0.2299
IRL,sptincj992,p0p50,1964,0.2314
IRL,sptincj992,p0p50,1965,0.2316
IRL,sptincj992,p0p50,1966,0.2319
IRL,sptincj992,p0p50,1967,0.2331
IRL,sptincj992,p0p50,1968,0.2349
IRL,sptincj992,p0p50,1969,0.2363
IRL,sptincj992,p0p50,1970,0.2371
IRL,sptincj992,p0p50,1971,0.2384
IRL,sptincj992,p0p50,1972,0.2382
IRL,sptincj992,p0p50,1973,0.2415
IRL,sptincj992,p0p50,1975,0.2414
IRL,sptincj992,p0p50,1976,0.2439
IRL,sptincj992,p0p50,1977,0.2444
IRL,sptincj992,p0p50,1978,0.2443
IRL,sptincj992,p0p50,1979,0.2418
IRL,sptincj992,p0p50,1980,0.2303
IRL,sptincj992,p0p50,1981,0.2322
IRL,sptincj992,p0p50,1982,0.2201
IRL,sptincj992,p0p50,1983,0.2143
IRL,sptincj992,p0p50,1984,0.2233
IRL,sptincj992,p0p50,1985,0.2242
IRL,sptincj992,p0p50,1986,0.2258
IRL,sptincj992,p0p50,1987,0.2203
IRL,sptincj992,p0p50,1988,0.2285
IRL,sptincj992,p0p50,1989,0.2297
IRL,sptincj992,p0p50,1990,0.2256
IRL,sptincj992,p0p50,1991,0.2181
IRL,sptincj992,p0p50,1992,0.2244
IRL,sptincj992,p0p50,1993,0.2154
IRL,sptincj992,p0p50,1994,0.2082
IRL,sptincj992,p0p50,1995,0.2101
IRL,sptincj992,p0p50,1996,0.2249
IRL,sptincj992,p0p50,1997,0.2261
IRL,sptincj992,p0p50,1998,0.2183
IRL,sptincj992,p0p50,1999,0.2115
IRL,sptincj992,p0p50,2000,0.2064
IRL,sptincj992,p0p50,2001,0.2096
IRL,sptincj992,p0p50,2002,0.213
IRL,sptincj992,p0p50,2003,0.2056
IRL,sptincj992,p0p50,2004,0.1991
IRL,sptincj992,p0p50,2005,0.2027
IRL,sptincj992,p0p50,2006,0.1957
IRL,sptincj992,p0p50,2007,0.1866
IRL,sptincj992,p0p50,2008,0.1991
IRL,sptincj992,p0p50,2009,0.215
IRL,sptincj992,p0p50,2010,0.2083
IRL,sptincj992,p0p50,2011,0.2106
IRL,sptincj992,p0p50,2012,0.2078
IRL,sptincj992,p0p50,2013,0.1994
IRL,sptincj992,p0p50,2014,0.1946
IRL,sptincj992,p0p50,2015,0.1889
IRL,sptincj992,p0p50,2016,0.1902
IRL,sptincj992,p0p50,2017,0.1967
IRL,sptincj992,p0p50,2018,0.199
IRL,sptincj992,p0p50,2019,0.1967
IRL,sptincj992,p0p50,2020,0.1967
IRL,sptincj992,p0p50,2021,0.1957
IRL,sptincj992,p0p50,2022,0.1954
IRL,sptincj992,p0p50,2023,0.1953
IRL,sptincj992,p0p50,2024,0.1953
IRL,sptincj992,p0p90,1922,0.5582
IRL,sptincj992,p0p90,1923,0.5601
IRL,sptincj992,p0p90,1924,0.5731
IRL,sptincj992,p0p90,1925,0.5781000000000001
IRL,sptincj992,p0p90,1926,0.5884
IRL,sptincj992,p0p90,1927,0.5942000000000001
IRL,sptincj992,p0p90,1929,0.6101
IRL,sptincj992,p0p90,1930,0.6156
IRL,sptincj992,p0p90,1931,0.6095
IRL,sptincj992,p0p90,1932,0.6127
IRL,sptincj992,p0p90,1933,0.603
IRL,sptincj992,p0p90,1934,0.6048
IRL,sptincj992,p0p90,1935,0.6074
IRL,sptincj992,p0p90,1936,0.5991000000000001
IRL,sptincj992,p0p90,1937,0.6003000000000001
IRL,sptincj992,p0p90,1938,0.6024
IRL,sptincj992,p0p90,1939,0.5982000000000001
IRL,sptincj992,p0p90,1940,0.603
IRL,sptincj992,p0p90,1941,0.6086
IRL,sptincj992,p0p90,1942,0.6176
IRL,sptincj992,p0p90,1943,0.6305000000000001
IRL,sptincj992,p0p90,1944,0.6311
IRL,sptincj992,p0p90,1945,0.6379
IRL,sptincj992,p0p90,1946,0.642
IRL,sptincj992,p0p90,1947,0.649
IRL,sptincj992,p0p90,1948,0.6587000000000001
IRL,sptincj992,p0p90,1949,0.6662
IRL,sptincj992,p0p90,1950,0.6748000000000001
IRL,sptincj992,p0p90,1951,0.6773
IRL,sptincj992,p0p90,1952,0.6745
IRL,sptincj992,p0p90,1953,0.6796
IRL,sptincj992,p0p90,1964,0.6772
IRL,sptincj992,p0p90,1965,0.6764
IRL,sptincj992,p0p90,1966,0.6758000000000001
IRL,sptincj992,p0p90,1967,0.678
IRL,sptincj992,p0p90,1968,0.6817000000000001
IRL,sptincj992,p0p90,1969,0.6844
IRL,sptincj992,p0p90,1970,0.6854
IRL,sptincj992,p0p90,1971,0.6878000000000001
IRL,sptincj992,p0p90,1972,0.6857000000000001
IRL,sptincj992,p0p90,1973,0.6938000000000001
IRL,sptincj992,p0p90,1975,0.6908000000000001
IRL,sptincj992,p0p90,1976,0.6966
IRL,sptincj992,p0p90,1977,0.6967
IRL,sptincj992,p0p90,1978,0.6949000000000001
IRL,sptincj992,p0p90,1979,0.6866
IRL,sptincj992,p0p90,1980,0.6887
IRL,sptincj992,p0p90,1981,0.6927
IRL,sptincj992,p0p90,1982,0.6832
IRL,sptincj992,p0p90,1983,0.6795
IRL,sptincj992,p0p90,1984,0.6884
IRL,sptincj992,p0p90,1985,0.6912
IRL,sptincj992,p0p90,1986,0.6931
IRL,sptincj992,p0p90,1987,0.6911
IRL,sptincj992,p0p90,1988,0.6936
IRL,sptincj992,p0p90,1989,0.6923
IRL,sptincj992,p0p90,1990,0.6902
IRL,sptincj992,p0p90,1991,0.6819000000000001
IRL,sptincj992,p0p90,1992,0.6723
IRL,sptincj992,p0p90,1993,0.6765
IRL,sptincj992,p0p90,1994,0.6675
IRL,sptincj992,p0p90,1995,0.6685
IRL,sptincj992,p0p90,1996,0.6829000000000001
IRL,sptincj992,p0p90,1997,0.6661
IRL,sptincj992,p0p90,1998,0.6435000000000001
IRL,sptincj992,p0p90,1999,0.6507000000000001
IRL,sptincj992,p0p90,2000,0.6353
IRL,sptincj992,p0p90,2001,0.6463
IRL,sptincj992,p0p90,2002,0.6446000000000001
IRL,sptincj992,p0p90,2003,0.6374000000000001
IRL,sptincj992,p0p90,2004,0.6394000000000001
IRL,sptincj992,p0p90,2005,0.6291
IRL,sptincj992,p0p90,2006,0.6251
IRL,sptincj992,p0p90,2007,0.6402
IRL,sptincj992,p0p90,2008,0.6777000000000001
IRL,sptincj992,p0p90,2009,0.6749
IRL,sptincj992,p0p90,2010,0.6769000000000001
IRL,sptincj992,p0p90,2011,0.6683
IRL,sptincj992,p0p90,2012,0.6921
IRL,sptincj992,p0p90,2013,0.6763
IRL,sptincj992,p0p90,2014,0.6716000000000001
IRL,sptincj992,p0p90,2015,0.6474000000000001
IRL,sptincj992,p0p90,2016,0.6393
IRL,sptincj992,p0p90,2017,0.6524
IRL,sptincj992,p0p90,2018,0.638
IRL,sptincj992,p0p90,2019,0.6315000000000001
IRL,sptincj992,p0p90,2020,0.6315000000000001
IRL,sptincj992,p0p90,2021,0.6309
IRL,sptincj992,p0p90,2022,0.6306
IRL,sptincj992,p0p90,2023,0.6313000000000001
IRL,sptincj992,p0p90,2024,0.6313000000000001
IRL,sptincj992,p0p99,1922,0.7973
IRL,sptincj992,p0p99,1923,0.7949
IRL,sptincj992,p0p99,1924,0.808
IRL,sptincj992,p0p99,1925,0.8099000000000001
IRL,sptincj992,p0p99,1926,0.8192
IRL,sptincj992,p0p99,1927,0.8223
IRL,sptincj992,p0p99,1929,0.8343
IRL,sptincj992,p0p99,1930,0.8369000000000001
IRL,sptincj992,p0p99,1931,0.8318000000000001
IRL,sptincj992,p0p99,1932,0.8395
IRL,sptincj992,p0p99,1933,0.8294
IRL,sptincj992,p0p99,1934,0.8351000000000001
IRL,sptincj992,p0p99,1935,0.8419000000000001
IRL,sptincj992,p0p99,1936,0.8337
IRL,sptincj992,p0p99,1937,0.8385
