area,variable,percentile,year,value
ESP,sptincj992,p0p90,1999,0.6535000000000001
ESP,sptincj992,p0p90,2000,0.6576000000000001
ESP,sptincj992,p0p90,2001,0.6631
ESP,sptincj992,p0p90,2002,0.6604
ESP,sptincj992,p0p90,2003,0.658
ESP,sptincj992,p0p90,2004,0.6597000000000001
ESP,sptincj992,p0p90,2005,0.6629
ESP,sptincj992,p0p90,2006,0.6532
ESP,sptincj992,p0p90,2007,0.6543
ESP,sptincj992,p0p90,2008,0.652
ESP,sptincj992,p0p90,2009,0.6412
ESP,sptincj992,p0p90,2010,0.6567000000000001
ESP,sptincj992,p0p90,2011,0.6594
ESP,sptincj992,p0p90,2012,0.6536000000000001
ESP,sptincj992,p0p90,2013,0.6531
ESP,sptincj992,p0p90,2014,0.6512
ESP,sptincj992,p0p90,2015,0.6468
ESP,sptincj992,p0p90,2016,0.6489
ESP,sptincj992,p0p90,2017,0.6493
ESP,sptincj992,p0p90,2018,0.6535000000000001
ESP,sptincj992,p0p90,2019,0.6588
ESP,sptincj992,p0p90,2020,0.6588
ESP,sptincj992,p0p90,2021,0.6573
ESP,sptincj992,p0p90,2022,0.6575000000000001
ESP,sptincj992,p0p90,2023,0.6603
ESP,sptincj992,p0p90,2024,0.6603
ESP,sptincj992,p0p99,1820,0.7984
ESP,sptincj992,p0p99,1850,0.7935
ESP,sptincj992,p0p99,1880,0.7958000000000001
ESP,sptincj992,p0p99,1900,0.7471
ESP,sptincj992,p0p99,1910,0.7506
ESP,sptincj992,p0p99,1920,0.7869
ESP,sptincj992,p0p99,1930,0.8653000000000001
ESP,sptincj992,p0p99,1933,0.8707
ESP,sptincj992,p0p99,1934,0.8683000000000001
ESP,sptincj992,p0p99,1935,0.8642000000000001
ESP,sptincj992,p0p99,1940,0.8656
ESP,sptincj992,p0p99,1941,0.8642000000000001
ESP,sptincj992,p0p99,1942,0.8684000000000001
ESP,sptincj992,p0p99,1943,0.8653000000000001
ESP,sptincj992,p0p99,1944,0.8685
ESP,sptincj992,p0p99,1945,0.8719
ESP,sptincj992,p0p99,1946,0.8681000000000001
ESP,sptincj992,p0p99,1947,0.8731
ESP,sptincj992,p0p99,1948,0.8759
ESP,sptincj992,p0p99,1949,0.8739
ESP,sptincj992,p0p99,1950,0.8807
ESP,sptincj992,p0p99,1951,0.8837
ESP,sptincj992,p0p99,1952,0.8817
ESP,sptincj992,p0p99,1953,0.8798
ESP,sptincj992,p0p99,1954,0.879
ESP,sptincj992,p0p99,1955,0.8823000000000001
ESP,sptincj992,p0p99,1957,0.8811
ESP,sptincj992,p0p99,1958,0.884
ESP,sptincj992,p0p99,1959,0.8814000000000001
ESP,sptincj992,p0p99,1960,0.8866
ESP,sptincj992,p0p99,1961,0.8892
ESP,sptincj992,p0p99,1970,0.8891
ESP,sptincj992,p0p99,1971,0.8899
ESP,sptincj992,p0p99,1980,0.8864000000000001
ESP,sptincj992,p0p99,1981,0.8885000000000001
ESP,sptincj992,p0p99,1982,0.8876000000000001
ESP,sptincj992,p0p99,1983,0.8908
ESP,sptincj992,p0p99,1984,0.8921
ESP,sptincj992,p0p99,1985,0.8903000000000001
ESP,sptincj992,p0p99,1986,0.8826
ESP,sptincj992,p0p99,1987,0.8822000000000001
ESP,sptincj992,p0p99,1988,0.8815000000000001
ESP,sptincj992,p0p99,1989,0.8788
ESP,sptincj992,p0p99,1990,0.8832000000000001
ESP,sptincj992,p0p99,1991,0.8857
ESP,sptincj992,p0p99,1992,0.8874000000000001
ESP,sptincj992,p0p99,1993,0.8901
ESP,sptincj992,p0p99,1994,0.8862
ESP,sptincj992,p0p99,1995,0.8833000000000001
ESP,sptincj992,p0p99,1996,0.8848
ESP,sptincj992,p0p99,1997,0.8903000000000001
ESP,sptincj992,p0p99,1998,0.8901
ESP,sptincj992,p0p99,1999,0.8882
ESP,sptincj992,p0p99,2000,0.8899
ESP,sptincj992,p0p99,2001,0.8942
ESP,sptincj992,p0p99,2002,0.8911
ESP,sptincj992,p0p99,2003,0.889
ESP,sptincj992,p0p99,2004,0.8902
ESP,sptincj992,p0p99,2005,0.8918
ESP,sptincj992,p0p99,2006,0.887
ESP,sptincj992,p0p99,2007,0.8867
ESP,sptincj992,p0p99,2008,0.8837
ESP,sptincj992,p0p99,2009,0.8738
ESP,sptincj992,p0p99,2010,0.8846
ESP,sptincj992,p0p99,2011,0.8865000000000001
ESP,sptincj992,p0p99,2012,0.8787
ESP,sptincj992,p0p99,2013,0.8796
ESP,sptincj992,p0p99,2014,0.8786
ESP,sptincj992,p0p99,2015,0.8736
ESP,sptincj992,p0p99,2016,0.873
ESP,sptincj992,p0p99,2017,0.8729
ESP,sptincj992,p0p99,2018,0.8746
ESP,sptincj992,p0p99,2019,0.8796
ESP,sptincj992,p0p99,2020,0.8796
ESP,sptincj992,p0p99,2021,0.8773000000000001
ESP,sptincj992,p0p99,2022,0.8753000000000001
ESP,sptincj992,p0p99,2023,0.8788
ESP,sptincj992,p0p99,2024,0.8788
ESP,sptincj992,p50p90,1820,0.341
ESP,sptincj992,p50p90,1850,0.3367
ESP,sptincj992,p50p90,1880,0.3346
ESP,sptincj992,p50p90,1900,0.3152
ESP,sptincj992,p50p90,1910,0.3227
ESP,sptincj992,p50p90,1920,0.358
ESP,sptincj992,p50p90,1930,0.435
ESP,sptincj992,p50p90,1933,0.4377
ESP,sptincj992,p50p90,1934,0.4365
ESP,sptincj992,p50p90,1935,0.4345
ESP,sptincj992,p50p90,1940,0.4351
ESP,sptincj992,p50p90,1941,0.4344
ESP,sptincj992,p50p90,1942,0.4365
ESP,sptincj992,p50p90,1943,0.435
ESP,sptincj992,p50p90,1944,0.4366
ESP,sptincj992,p50p90,1945,0.4383
ESP,sptincj992,p50p90,1946,0.4364
ESP,sptincj992,p50p90,1947,0.4389
ESP,sptincj992,p50p90,1948,0.4403
ESP,sptincj992,p50p90,1949,0.4393
ESP,sptincj992,p50p90,1950,0.4427
ESP,sptincj992,p50p90,1951,0.4442
ESP,sptincj992,p50p90,1952,0.4432
ESP,sptincj992,p50p90,1953,0.4423
ESP,sptincj992,p50p90,1954,0.4419
ESP,sptincj992,p50p90,1955,0.4435
ESP,sptincj992,p50p90,1957,0.4429
ESP,sptincj992,p50p90,1958,0.4444
ESP,sptincj992,p50p90,1959,0.4431
ESP,sptincj992,p50p90,1960,0.4457
ESP,sptincj992,p50p90,1961,0.4469
ESP,sptincj992,p50p90,1970,0.447
ESP,sptincj992,p50p90,1971,0.4466
ESP,sptincj992,p50p90,1980,0.4476
ESP,sptincj992,p50p90,1981,0.449
ESP,sptincj992,p50p90,1982,0.447
ESP,sptincj992,p50p90,1983,0.4461
ESP,sptincj992,p50p90,1984,0.4458
ESP,sptincj992,p50p90,1985,0.4483
ESP,sptincj992,p50p90,1986,0.4408
ESP,sptincj992,p50p90,1987,0.4415
ESP,sptincj992,p50p90,1988,0.4401
ESP,sptincj992,p50p90,1989,0.437
ESP,sptincj992,p50p90,1990,0.4436
ESP,sptincj992,p50p90,1991,0.4475
ESP,sptincj992,p50p90,1992,0.451
ESP,sptincj992,p50p90,1993,0.4542
ESP,sptincj992,p50p90,1994,0.4518
ESP,sptincj992,p50p90,1995,0.4517
ESP,sptincj992,p50p90,1996,0.4511
ESP,sptincj992,p50p90,1997,0.4558
ESP,sptincj992,p50p90,1998,0.4571
ESP,sptincj992,p50p90,1999,0.4564
ESP,sptincj992,p50p90,2000,0.4552
ESP,sptincj992,p50p90,2001,0.4595
ESP,sptincj992,p50p90,2002,0.4558
ESP,sptincj992,p50p90,2003,0.4547
ESP,sptincj992,p50p90,2004,0.4552
ESP,sptincj992,p50p90,2005,0.4568
ESP,sptincj992,p50p90,2006,0.4473
ESP,sptincj992,p50p90,2007,0.4496
ESP,sptincj992,p50p90,2008,0.4484
ESP,sptincj992,p50p90,2009,0.4418
ESP,sptincj992,p50p90,2010,0.4505
ESP,sptincj992,p50p90,2011,0.4528
ESP,sptincj992,p50p90,2012,0.4449
ESP,sptincj992,p50p90,2013,0.4469
ESP,sptincj992,p50p90,2014,0.4458
ESP,sptincj992,p50p90,2015,0.4431
ESP,sptincj992,p50p90,2016,0.4466
ESP,sptincj992,p50p90,2017,0.443
ESP,sptincj992,p50p90,2018,0.4429
ESP,sptincj992,p50p90,2019,0.4466
ESP,sptincj992,p50p90,2020,0.4466
ESP,sptincj992,p50p90,2021,0.4452
ESP,sptincj992,p50p90,2022,0.4442
ESP,sptincj992,p50p90,2023,0.4467
ESP,sptincj992,p50p90,2024,0.4467
ESP,sptincj992,p90p100,1820,0.4842
ESP,sptincj992,p90p100,1850,0.4908
ESP,sptincj992,p90p100,1880,0.4940000000000001
ESP,sptincj992,p90p100,1900,0.5228
ESP,sptincj992,p90p100,1910,0.5103
ESP,sptincj992,p90p100,1920,0.4566
ESP,sptincj992,p90p100,1930,0.3632
ESP,sptincj992,p90p100,1933,0.3592
ESP,sptincj992,p90p100,1934,0.3609
ESP,sptincj992,p90p100,1935,0.3639
ESP,sptincj992,p90p100,1940,0.3629
ESP,sptincj992,p90p100,1941,0.364
ESP,sptincj992,p90p100,1942,0.3609
ESP,sptincj992,p90p100,1943,0.3632
ESP,sptincj992,p90p100,1944,0.3608
ESP,sptincj992,p90p100,1945,0.3583
ESP,sptincj992,p90p100,1946,0.3611
ESP,sptincj992,p90p100,1947,0.3574
ESP,sptincj992,p90p100,1948,0.3554
ESP,sptincj992,p90p100,1949,0.3568
ESP,sptincj992,p90p100,1950,0.3518
ESP,sptincj992,p90p100,1951,0.3496
ESP,sptincj992,p90p100,1952,0.3511
ESP,sptincj992,p90p100,1953,0.3525
ESP,sptincj992,p90p100,1954,0.3531
ESP,sptincj992,p90p100,1955,0.3506
ESP,sptincj992,p90p100,1957,0.3515
ESP,sptincj992,p90p100,1958,0.3494
ESP,sptincj992,p90p100,1959,0.3513
ESP,sptincj992,p90p100,1960,0.3475
ESP,sptincj992,p90p100,1961,0.3456
ESP,sptincj992,p90p100,1970,0.3456
ESP,sptincj992,p90p100,1971,0.345
ESP,sptincj992,p90p100,1980,0.3493
ESP,sptincj992,p90p100,1981,0.3469
ESP,sptincj992,p90p100,1982,0.3489
ESP,sptincj992,p90p100,1983,0.3483
ESP,sptincj992,p90p100,1984,0.3493
ESP,sptincj992,p90p100,1985,0.3517
ESP,sptincj992,p90p100,1986,0.3636
ESP,sptincj992,p90p100,1987,0.3643
ESP,sptincj992,p90p100,1988,0.3672
ESP,sptincj992,p90p100,1989,0.3734
ESP,sptincj992,p90p100,1990,0.367
ESP,sptincj992,p90p100,1991,0.3601
ESP,sptincj992,p90p100,1992,0.3526
ESP,sptincj992,p90p100,1993,0.3468
ESP,sptincj992,p90p100,1994,0.3524
ESP,sptincj992,p90p100,1995,0.3552
ESP,sptincj992,p90p100,1996,0.3537
ESP,sptincj992,p90p100,1997,0.343
ESP,sptincj992,p90p100,1998,0.3439
ESP,sptincj992,p90p100,1999,0.3465
ESP,sptincj992,p90p100,2000,0.3424
ESP,sptincj992,p90p100,2001,0.3369
ESP,sptincj992,p90p100,2002,0.3396
ESP,sptincj992,p90p100,2003,0.342
ESP,sptincj992,p90p100,2004,0.3403
ESP,sptincj992,p90p100,2005,0.3371
ESP,sptincj992,p90p100,2006,0.3468
ESP,sptincj992,p90p100,2007,0.3457
ESP,sptincj992,p90p100,2008,0.348
ESP,sptincj992,p90p100,2009,0.3588
ESP,sptincj992,p90p100,2010,0.3433
ESP,sptincj992,p90p100,2011,0.3406
ESP,sptincj992,p90p100,2012,0.3464
ESP,sptincj992,p90p100,2013,0.3469
ESP,sptincj992,p90p100,2014,0.3488
ESP,sptincj992,p90p100,2015,0.3532
ESP,sptincj992,p90p100,2016,0.3511
ESP,sptincj992,p90p100,2017,0.3507
ESP,sptincj992,p90p100,2018,0.3465
ESP,sptincj992,p90p100,2019,0.3412
ESP,sptincj992,p90p100,2020,0.3412
ESP,sptincj992,p90p100,2021,0.3427
ESP,sptincj992,p90p100,2022,0.3425
ESP,sptincj992,p90p100,2023,0.3397
ESP,sptincj992,p90p100,2024,0.3397
ESP,sptincj992,p99p100,1820,0.2016
ESP,sptincj992,p99p100,1850,0.2065
ESP,sptincj992,p99p100,1880,0.2042
ESP,sptincj992,p99p100,1900,0.2529
ESP,sptincj992,p99p100,1910,0.2494
ESP,sptincj992,p99p100,1920,0.2131
ESP,sptincj992,p99p100,1930,0.1347
ESP,sptincj992,p99p100,1933,0.1293
ESP,sptincj992,p99p100,1934,0.1317
ESP,sptincj992,p99p100,1935,0.1358
ESP,sptincj992,p99p100,1940,0.1344
ESP,sptincj992,p99p100,1941,0.1358
ESP,sptincj992,p99p100,1942,0.1316
ESP,sptincj992,p99p100,1943,0.1347
ESP,sptincj992,p99p100,1944,0.1315
ESP,sptincj992,p99p100,1945,0.1281
ESP,sptincj992,p99p100,1946,0.1319
ESP,sptincj992,p99p100,1947,0.1269
ESP,sptincj992,p99p100,1948,0.1241
ESP,sptincj992,p99p100,1949,0.1261
ESP,sptincj992,p99p100,1950,0.1193
ESP,sptincj992,p99p100,1951,0.1163
ESP,sptincj992,p99p100,1952,0.1183
ESP,sptincj992,p99p100,1953,0.1202
ESP,sptincj992,p99p100,1954,0.121
ESP,sptincj992,p99p100,1955,0.1177
ESP,sptincj992,p99p100,1957,0.1189
ESP,sptincj992,p99p100,1958,0.116
ESP,sptincj992,p99p100,1959,0.1186
ESP,sptincj992,p99p100,1960,0.1134
ESP,sptincj992,p99p100,1961,0.1108
ESP,sptincj992,p99p100,1970,0.1109
ESP,sptincj992,p99p100,1971,0.1101
ESP,sptincj992,p99p100,1980,0.1136
ESP,sptincj992,p99p100,1981,0.1115
ESP,sptincj992,p99p100,1982,0.1124
ESP,sptincj992,p99p100,1983,0.1092
ESP,sptincj992,p99p100,1984,0.1079
ESP,sptincj992,p99p100,1985,0.1097
ESP,sptincj992,p99p100,1986,0.1174
ESP,sptincj992,p99p100,1987,0.1178
ESP,sptincj992,p99p100,1988,0.1185
ESP,sptincj992,p99p100,1989,0.1212
ESP,sptincj992,p99p100,1990,0.1168
ESP,sptincj992,p99p100,1991,0.1143
ESP,sptincj992,p99p100,1992,0.1126
ESP,sptincj992,p99p100,1993,0.1099
ESP,sptincj992,p99p100,1994,0.1138
ESP,sptincj992,p99p100,1995,0.1167
ESP,sptincj992,p99p100,1996,0.1152
ESP,sptincj992,p99p100,1997,0.1097
ESP,sptincj992,p99p100,1998,0.1099
ESP,sptincj992,p99p100,1999,0.1118
ESP,sptincj992,p99p100,2000,0.1101
ESP,sptincj992,p99p100,2001,0.1058
ESP,sptincj992,p99p100,2002,0.1089
ESP,sptincj992,p99p100,2003,0.111
ESP,sptincj992,p99p100,2004,0.1098
ESP,sptincj992,p99p100,2005,0.1082
ESP,sptincj992,p99p100,2006,0.113
ESP,sptincj992,p99p100,2007,0.1133
ESP,sptincj992,p99p100,2008,0.1163
ESP,sptincj992,p99p100,2009,0.1262
ESP,sptincj992,p99p100,2010,0.1154
ESP,sptincj992,p99p100,2011,0.1135
ESP,sptincj992,p99p100,2012,0.1213
ESP,sptincj992,p99p100,2013,0.1204
ESP,sptincj992,p99p100,2014,0.1214
ESP,sptincj992,p99p100,2015,0.1264
ESP,sptincj992,p99p100,2016,0.127
ESP,sptincj992,p99p100,2017,0.1271
ESP,sptincj992,p99p100,2018,0.1254
ESP,sptincj992,p99p100,2019,0.1204
ESP,sptincj992,p99p100,2020,0.1204
ESP,sptincj992,p99p100,2021,0.1227
ESP,sptincj992,p99p100,2022,0.1247
ESP,sptincj992,p99p100,2023,0.1212
ESP,sptincj992,p99p100,2024,0.1212
FIN,spllinf992,p0p100,1990,0.41819999
FIN,spllinf992,p0p100,1991,0.41819999
FIN,spllinf992,p0p100,1992,0.42070001
FIN,spllinf992,p0p100,1993,0.4208
FIN,spllinf992,p0p100,1994,0.419
FIN,spllinf992,p0p100,1995,0.42070001
FIN,spllinf992,p0p100,1996,0.42039999
FIN,spllinf992,p0p100,1997,0.4118
FIN,spllinf992,p0p100,1998,0.41
FIN,spllinf992,p0p100,1999,0.4118
FIN,spllinf992,p0p100,2000,0.40970001
FIN,spllinf992,p0p100,2001,0.4154
FIN,spllinf992,p0p100,2002,0.41839999
FIN,spllinf992,p0p100,2003,0.41850001
FIN,spllinf992,p0p100,2004,0.4197
FIN,spllinf992,p0p100,2005,0.4163
FIN,spllinf992,p0p100,2006,0.41159999
FIN,spllinf992,p0p100,2007,0.40880001
FIN,spllinf992,p0p100,2008,0.41049999
FIN,spllinf992,p0p100,2009,0.42739999
FIN,spllinf992,p0p100,2010,0.43309999
FIN,spllinf992,p0p100,2011,0.43349999
FIN,spllinf992,p0p100,2012,0.4323
FIN,spllinf992,p0p100,2013,0.43509999
FIN,spllinf992,p0p100,2014,0.43900001
FIN,spllinf992,p0p100,2015,0.43740001
FIN,spllinf992,p0p100,2016,0.4386
FIN,spllinf992,p0p100,2017,0.43470001
FIN,spllinf992,p0p100,2018,0.43470001
FIN,spllinf992,p0p100,2019,0.4303
FIN,spllinf992,p0p100,2020,0.43079999
FIN,spllinf992,p0p100,2021,0.43020001
FIN,spllinf992,p0p100,2022,0.43630001
FIN,spllinf992,p0p100,2023,0.44139999
FIN,spllinf992,p0p100,2024,0.43849999
FIN,sptincj992,p0p100,1920,1
FIN,sptincj992,p0p100,1921,1
FIN,sptincj992,p0p100,1922,1
FIN,sptincj992,p0p100,1923,1
FIN,sptincj992,p0p100,1924,1
FIN,sptincj992,p0p100,1925,1
FIN,sptincj992,p0p100,1926,1
FIN,sptincj992,p0p100,1927,1
FIN,sptincj992,p0p100,1928,1
FIN,sptincj992,p0p100,1929,1
FIN,sptincj992,p0p100,1930,1
FIN,sptincj992,p0p100,1931,1
FIN,sptincj992,p0p100,1932,1
FIN,sptincj992,p0p100,1933,1
FIN,sptincj992,p0p100,1934,1
FIN,sptincj992,p0p100,1935,1
FIN,sptincj992,p0p100,1936,1
FIN,sptincj992,p0p100,1937,1
FIN,sptincj992,p0p100,1938,1
FIN,sptincj992,p0p100,1939,1
FIN,sptincj992,p0p100,1940,1
FIN,sptincj992,p0p100,1941,1
FIN,sptincj992,p0p100,1942,1
FIN,sptincj992,p0p100,1943,1
FIN,sptincj992,p0p100,1944,1
FIN,sptincj992,p0p100,1945,1
FIN,sptincj992,p0p100,1946,1
FIN,sptincj992,p0p100,1947,1
FIN,sptincj992,p0p100,1948,1
FIN,sptincj992,p0p100,1949,1
FIN,sptincj992,p0p100,1950,1
FIN,sptincj992,p0p100,1951,1
FIN,sptincj992,p0p100,1952,1
FIN,sptincj992,p0p100,1953,1
FIN,sptincj992,p0p100,1954,1
FIN,sptincj992,p0p100,1955,1
FIN,sptincj992,p0p100,1956,1
FIN,sptincj992,p0p100,1957,1
FIN,sptincj992,p0p100,1958,1
FIN,sptincj992,p0p100,1959,1
FIN,sptincj992,p0p100,1960,1
FIN,sptincj992,p0p100,1961,1
FIN,sptincj992,p0p100,1962,1
FIN,sptincj992,p0p100,1963,1
FIN,sptincj992,p0p100,1964,1
FIN,sptincj992,p0p100,1965,1
FIN,sptincj992,p0p100,1966,1
FIN,sptincj992,p0p100,1967,1
FIN,sptincj992,p0p100,1968,1
FIN,sptincj992,p0p100,1969,1
FIN,sptincj992,p0p100,1970,1
FIN,sptincj992,p0p100,1971,1
FIN,sptincj992,p0p100,1972,1
FIN,sptincj992,p0p100,1973,1
FIN,sptincj992,p0p100,1974,1
FIN,sptincj992,p0p100,1975,1
FIN,sptincj992,p0p100,1976,1
FIN,sptincj992,p0p100,1977,1
FIN,sptincj992,p0p100,1978,1
FIN,sptincj992,p0p100,1979,1
FIN,sptincj992,p0p100,1980,1
FIN,sptincj992,p0p100,1981,1
FIN,sptincj992,p0p100,1982,1
FIN,sptincj992,p0p100,1983,1
FIN,sptincj992,p0p100,1984,1
FIN,sptincj992,p0p100,1985,1
FIN,sptincj992,p0p100,1986,1
FIN,sptincj992,p0p100,1987,1
FIN,sptincj992,p0p100,1988,1
FIN,sptincj992,p0p100,1989,1
FIN,sptincj992,p0p100,1990,1
FIN,sptincj992,p0p100,1991,1
FIN,sptincj992,p0p100,1992,1
FIN,sptincj992,p0p100,1993,1
FIN,sptincj992,p0p100,1994,1
FIN,sptincj992,p0p100,1995,1
FIN,sptincj992,p0p100,1996,1
FIN,sptincj992,p0p100,1997,1
FIN,sptincj992,p0p100,1998,1
FIN,sptincj992,p0p100,1999,1
FIN,sptincj992,p0p100,2000,1
FIN,sptincj992,p0p100,2001,1
FIN,sptincj992,p0p100,2002,1
FIN,sptincj992,p0p100,2003,1
FIN,sptincj992,p0p100,2004,1
FIN,sptincj992,p0p100,2005,1
FIN,sptincj992,p0p100,2006,1
FIN,sptincj992,p0p100,2007,1
FIN,sptincj992,p0p100,2008,1
FIN,sptincj992,p0p100,2009,1
FIN,sptincj992,p0p100,2010,1
FIN,sptincj992,p0p100,2011,1
FIN,sptincj992,p0p100,2012,1
FIN,sptincj992,p0p100,2013,1
FIN,sptincj992,p0p100,2014,1
FIN,sptincj992,p0p100,2015,1
FIN,sptincj992,p0p100,2016,1
FIN,sptincj992,p0p100,2017,1
FIN,sptincj992,p0p100,2018,1
FIN,sptincj992,p0p100,2019,1
FIN,sptincj992,p0p100,2020,1
FIN,sptincj992,p0p100,2021,1
FIN,sptincj992,p0p100,2022,1
FIN,sptincj992,p0p100,2023,1
FIN,sptincj992,p0p100,2024,1
FIN,sptincj992,p0p50,1920,0.1854
FIN,sptincj992,p0p50,1921,0.1876
FIN,sptincj992,p0p50,1922,0.1901
FIN,sptincj992,p0p50,1923,0.1937
FIN,sptincj992,p0p50,1924,0.1958
FIN,sptincj992,p0p50,1925,0.1974
FIN,sptincj992,p0p50,1926,0.2007
FIN,sptincj992,p0p50,1927,0.2026
FIN,sptincj992,p0p50,1928,0.2044
FIN,sptincj992,p0p50,1929,0.2066
FIN,sptincj992,p0p50,1930,0.2086
FIN,sptincj992,p0p50,1931,0.208
FIN,sptincj992,p0p50,1932,0.2078
FIN,sptincj992,p0p50,1933,0.2066
FIN,sptincj992,p0p50,1934,0.2062
FIN,sptincj992,p0p50,1935,0.2069
FIN,sptincj992,p0p50,1936,0.2059
FIN,sptincj992,p0p50,1937,0.2048
FIN,sptincj992,p0p50,1938,0.2048
FIN,sptincj992,p0p50,1939,0.2039
FIN,sptincj992,p0p50,1940,0.2045
FIN,sptincj992,p0p50,1941,0.2074
FIN,sptincj992,p0p50,1942,0.2093
FIN,sptincj992,p0p50,1943,0.213
FIN,sptincj992,p0p50,1944,0.215
FIN,sptincj992,p0p50,1945,0.2167
FIN,sptincj992,p0p50,1946,0.2207
FIN,sptincj992,p0p50,1947,0.2225
FIN,sptincj992,p0p50,1948,0.2241
FIN,sptincj992,p0p50,1949,0.2267
FIN,sptincj992,p0p50,1950,0.2281
FIN,sptincj992,p0p50,1951,0.2278
FIN,sptincj992,p0p50,1952,0.2279
FIN,sptincj992,p0p50,1953,0.2272
FIN,sptincj992,p0p50,1954,0.2271
FIN,sptincj992,p0p50,1955,0.2275
FIN,sptincj992,p0p50,1956,0.2268
FIN,sptincj992,p0p50,1957,0.2271
FIN,sptincj992,p0p50,1958,0.227
FIN,sptincj992,p0p50,1959,0.2264
FIN,sptincj992,p0p50,1960,0.2274
FIN,sptincj992,p0p50,1961,0.2281
FIN,sptincj992,p0p50,1962,0.2301
FIN,sptincj992,p0p50,1963,0.2304
FIN,sptincj992,p0p50,1964,0.2326
FIN,sptincj992,p0p50,1965,0.234
FIN,sptincj992,p0p50,1966,0.235
FIN,sptincj992,p0p50,1967,0.2363
FIN,sptincj992,p0p50,1968,0.238
FIN,sptincj992,p0p50,1969,0.2412
FIN,sptincj992,p0p50,1970,0.2423
FIN,sptincj992,p0p50,1971,0.2433
FIN,sptincj992,p0p50,1972,0.244
FIN,sptincj992,p0p50,1973,0.2463
FIN,sptincj992,p0p50,1974,0.2474
FIN,sptincj992,p0p50,1975,0.2484
FIN,sptincj992,p0p50,1976,0.2501
FIN,sptincj992,p0p50,1977,0.2513
FIN,sptincj992,p0p50,1978,0.2525
FIN,sptincj992,p0p50,1979,0.2538
FIN,sptincj992,p0p50,1980,0.2351
FIN,sptincj992,p0p50,1981,0.2377
FIN,sptincj992,p0p50,1982,0.2353
FIN,sptincj992,p0p50,1983,0.233
FIN,sptincj992,p0p50,1984,0.2432
FIN,sptincj992,p0p50,1985,0.238
FIN,sptincj992,p0p50,1986,0.2389
FIN,sptincj992,p0p50,1987,0.2398
FIN,sptincj992,p0p50,1988,0.2368
FIN,sptincj992,p0p50,1989,0.24
FIN,sptincj992,p0p50,1990,0.2477
FIN,sptincj992,p0p50,1991,0.252
FIN,sptincj992,p0p50,1992,0.254
FIN,sptincj992,p0p50,1993,0.2529
FIN,sptincj992,p0p50,1994,0.2389
FIN,sptincj992,p0p50,1995,0.2355
FIN,sptincj992,p0p50,1996,0.2334
FIN,sptincj992,p0p50,1997,0.2293
FIN,sptincj992,p0p50,1998,0.2292
FIN,sptincj992,p0p50,1999,0.2306
FIN,sptincj992,p0p50,2000,0.2247
FIN,sptincj992,p0p50,2001,0.2273
FIN,sptincj992,p0p50,2002,0.2298
FIN,sptincj992,p0p50,2003,0.2289
FIN,sptincj992,p0p50,2004,0.2271
FIN,sptincj992,p0p50,2005,0.2277
FIN,sptincj992,p0p50,2006,0.2222
FIN,sptincj992,p0p50,2007,0.2229
FIN,sptincj992,p0p50,2008,0.2138
FIN,sptincj992,p0p50,2009,0.2166
FIN,sptincj992,p0p50,2010,0.2121
FIN,sptincj992,p0p50,2011,0.2128
FIN,sptincj992,p0p50,2012,0.2152
FIN,sptincj992,p0p50,2013,0.2185
FIN,sptincj992,p0p50,2014,0.2176
FIN,sptincj992,p0p50,2015,0.2137
FIN,sptincj992,p0p50,2016,0.2159
FIN,sptincj992,p0p50,2017,0.2155
FIN,sptincj992,p0p50,2018,0.2166
FIN,sptincj992,p0p50,2019,0.218
FIN,sptincj992,p0p50,2020,0.218
FIN,sptincj992,p0p50,2021,0.2188
FIN,sptincj992,p0p50,2022,0.2187
FIN,sptincj992,p0p50,2023,0.2266
FIN,sptincj992,p0p50,2024,0.2266
FIN,sptincj992,p0p90,1920,0.5434
FIN,sptincj992,p0p90,1921,0.5501
FIN,sptincj992,p0p90,1922,0.558
FIN,sptincj992,p0p90,1923,0.5690000000000001
FIN,sptincj992,p0p90,1924,0.5754
FIN,sptincj992,p0p90,1925,0.5805
FIN,sptincj992,p0p90,1926,0.5906
FIN,sptincj992,p0p90,1927,0.5965
FIN,sptincj992,p0p90,1928,0.6024
FIN,sptincj992,p0p90,1929,0.6093000000000001
FIN,sptincj992,p0p90,1930,0.6156
FIN,sptincj992,p0p90,1931,0.6135
FIN,sptincj992,p0p90,1932,0.6129
FIN,sptincj992,p0p90,1933,0.6093000000000001
FIN,sptincj992,p0p90,1934,0.6082000000000001
FIN,sptincj992,p0p90,1935,0.6102000000000001
FIN,sptincj992,p0p90,1936,0.6071000000000001
FIN,sptincj992,p0p90,1937,0.6038
FIN,sptincj992,p0p90,1938,0.6038
FIN,sptincj992,p0p90,1939,0.6013000000000001
FIN,sptincj992,p0p90,1940,0.603
FIN,sptincj992,p0p90,1941,0.6117
FIN,sptincj992,p0p90,1942,0.6175
FIN,sptincj992,p0p90,1943,0.6286
FIN,sptincj992,p0p90,1944,0.6349
FIN,sptincj992,p0p90,1945,0.64
FIN,sptincj992,p0p90,1946,0.652
FIN,sptincj992,p0p90,1947,0.6576000000000001
FIN,sptincj992,p0p90,1948,0.6625
FIN,sptincj992,p0p90,1949,0.6703
FIN,sptincj992,p0p90,1950,0.6748000000000001
FIN,sptincj992,p0p90,1951,0.6735
